Unnamed: 0,cut,color,clarity,carat_weight,cut_quality,lab,symmetry,polish,eye_clean,culet_size,culet_condition,depth_percent,table_percent,meas_length,meas_width,meas_depth,girdle_min,girdle_max,fluor_color,fluor_intensity,fancy_color_dominant_color,fancy_color_secondary_color,fancy_color_overtone,fancy_color_intensity,total_sales_price
166912,Princess,H,VVS1,1.02,unknown,HRD,Excellent,Excellent,unknown,N,unknown,72.5,73,5.4,5.39,3.91,TN,TN,unknown,None,unknown,unknown,unknown,unknown,5709
152620,Round,J,VVS2,0.71,Excellent,GIA,Excellent,Excellent,unknown,N,Pointed,60.8,61,5.74,5.78,3.5,M,STK,unknown,None,unknown,unknown,unknown,unknown,3863
200862,Radiant,J,VS1,2.29,unknown,GIA,Very Good,Excellent,unknown,N,unknown,82.6,63,8.47,6.36,5.25,STK,STK,unknown,None,unknown,unknown,unknown,unknown,14826
197001,Round,F,VVS2,1.07,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,61.6,59,6.54,6.59,4.04,M,STK,unknown,None,unknown,unknown,unknown,unknown,13933
19482,Round,J,SI1,0.3,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,61.8,58,4.3,4.32,2.67,M,STK,unknown,Faint,unknown,unknown,unknown,unknown,720
58393,Round,D,VVS2,0.3,Very Good,GIA,Very Good,Very Good,Yes,N,unknown,64.4,55,4.19,4.2,2.7,STK,TK,unknown,Faint,unknown,unknown,unknown,unknown,984
127804,Round,G,SI1,0.55,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,0,0,5.19,5.22,3.26,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,2724
130780,Round,G,VS1,0.5,Very Good,GIA,Very Good,Excellent,Yes,N,unknown,63.8,58,4.96,5.03,3.19,STK,TK,unknown,None,unknown,unknown,unknown,unknown,2912
96043,Round,J,SI1,0.56,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,62.8,57,5.26,5.28,3.31,M,STK,unknown,Faint,unknown,unknown,unknown,unknown,1572
18747,Round,E,I1,0.33,Very Good,GIA,Very Good,Very Good,Yes,unknown,unknown,61.5,62,4.42,4.44,2.72,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,704
138093,Emerald,D,VVS2,0.71,unknown,GIA,Very Good,Excellent,Yes,N,unknown,68.4,67,5.63,4.33,2.96,VTK,XTK,unknown,Faint,unknown,unknown,unknown,unknown,3282
80322,Round,G,SI1,0.4,Excellent,GIA,Very Good,Very Good,Yes,unknown,unknown,61.4,58,4.71,4.74,2.9,STK,M,unknown,Medium,unknown,unknown,unknown,unknown,1160
87238,Round,E,VVS1,0.32,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,62,56,4.36,4.39,2.72,M,STK,unknown,None,unknown,unknown,unknown,unknown,1314
151098,Oval,H,SI2,0.9,unknown,GIA,Very Good,Very Good,unknown,N,unknown,61.4,61,7.74,5.55,3.41,STK,VTK,unknown,None,unknown,unknown,unknown,unknown,3837
113271,Marquise,E,SI1,0.5,unknown,GIA,Very Good,Very Good,unknown,S,unknown,56.8,54,8.1,4.24,2.41,STK,VTK,unknown,Faint,unknown,unknown,unknown,unknown,2026
88373,Round,E,VVS2,0.27,Excellent,GIA,Excellent,Excellent,Yes,unknown,unknown,61.5,59,4.15,4.18,2.56,M,STK,unknown,None,unknown,unknown,unknown,unknown,1296
91189,Round,D,SI2,0.4,Very Good,GIA,Very Good,Excellent,unknown,unknown,unknown,64.4,56,4.58,4.6,2.96,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,1356
98890,Oval,G,VVS1,0.4,unknown,GIA,Very Good,Very Good,unknown,unknown,unknown,64,57,5.86,4.08,2.61,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,1624
70867,Round,E,VS1,0.31,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,62.4,55,4.34,4.37,2.72,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,1058
84496,Marquise,D,SI1,0.4,unknown,GIA,Very Good,Excellent,unknown,N,unknown,64.6,64,7.23,3.82,2.47,STK,XTK,unknown,None,unknown,unknown,unknown,unknown,1244
210811,Cushion Modified,unknown,IF,1.59,unknown,GIA,Very Good,Excellent,unknown,N,unknown,68.4,56,6.28,6.26,4.28,XTK,XTK,unknown,None,Yellow,unknown,None,Fancy Intense,24168
134981,Princess,L,SI1,1.01,unknown,GIA,Excellent,Very Good,unknown,unknown,unknown,0,0,0,0,0,unknown,unknown,unknown,Faint,unknown,unknown,unknown,unknown,3142
135913,Round,F,SI2,0.6,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,62,58,5.4,5.42,3.35,STK,TN,unknown,None,unknown,unknown,unknown,unknown,3240
149686,Round,H,SI1,0.66,Excellent,GIA,Excellent,Excellent,Yes,unknown,unknown,62.6,58,5.54,5.57,3.48,M,STK,unknown,None,unknown,unknown,unknown,unknown,3720
70888,Round,E,VS1,0.27,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,62.3,57,4.13,4.15,2.58,M,M,unknown,None,unknown,unknown,unknown,unknown,1058
217030,Round,G,SI2,6.11,Excellent,IGI,Excellent,Excellent,unknown,unknown,unknown,60.7,60.5,11.73,11.79,7.15,unknown,unknown,unknown,Very Slight,unknown,unknown,unknown,unknown,103504
69650,Round,D,VS1,0.26,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,62,57,4.07,4.1,2.53,M,M,unknown,None,unknown,unknown,unknown,unknown,1074
3382,Round,K,SI1,0.3,Very Good,GIA,Very Good,Very Good,unknown,N,unknown,64.3,56,4.17,4.21,2.69,unknown,unknown,unknown,Faint,unknown,unknown,unknown,unknown,546
148563,Emerald,H,VVS2,0.71,unknown,GIA,Very Good,Excellent,unknown,N,unknown,63.6,65,5.91,4.21,2.68,TK,VTK,unknown,None,unknown,unknown,unknown,unknown,3762
201539,Pear,H,SI1,1.7,unknown,GIA,Excellent,Excellent,unknown,N,unknown,64.5,61,9.91,6.59,4.25,TK,VTK,unknown,None,unknown,unknown,unknown,unknown,15087
85052,Round,F,VS1,0.35,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,60.9,61,4.55,4.56,2.77,M,STK,unknown,None,unknown,unknown,unknown,unknown,1272
188696,Oval,I,SI2,1.5,unknown,GIA,Very Good,Very Good,unknown,unknown,unknown,63.9,58,8.49,6.34,4.05,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,10714
4270,Princess,J,VVS2,0.3,unknown,GIA,Very Good,Excellent,unknown,unknown,unknown,71.5,71,3.73,3.72,2.66,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,522
165590,Round,G,SI2,1.01,Excellent,HRD,Excellent,Excellent,unknown,unknown,unknown,62.5,57,6.38,6.39,3.99,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,5482
2815,Round,K,SI1,0.33,Excellent,IGI,Excellent,Excellent,unknown,unknown,unknown,0.6,0.57,4.49,4.52,2.72,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,472
1416,Round,G,VS1,0.19,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,62.2,60,3.68,3.69,2.29,M,STK,unknown,Faint,unknown,unknown,unknown,unknown,498
152519,Round,F,SI2,0.76,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,63.3,56,5.76,5.81,3.66,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,3858
42820,Round,G,VS2,0.31,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,62.6,58,4.3,4.32,2.7,M,STK,unknown,Faint,unknown,unknown,unknown,unknown,892
178857,Round,M,SI2,1.51,Very Good,GIA,Very Good,Excellent,unknown,unknown,unknown,63.6,55,7.24,7.29,4.62,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,7692
215441,Princess,I,VS2,3.63,unknown,GIA,Very Good,Excellent,unknown,N,unknown,78,65,8.13,8.1,6.31,TK,VTK,unknown,None,unknown,unknown,unknown,unknown,45942
192795,Radiant,F,SI1,1.5,unknown,GIA,Excellent,Excellent,unknown,unknown,unknown,69.2,65,7.43,5.95,4.12,unknown,unknown,unknown,Faint,unknown,unknown,unknown,unknown,12102
51741,Pear,E,VVS2,0.33,unknown,GIA,Very Good,Excellent,unknown,unknown,unknown,58,58,6.17,3.93,2.28,unknown,unknown,unknown,Strong,unknown,unknown,unknown,unknown,938
11026,Round,G,SI2,0.3,Very Good,IGI,Very Good,Very Good,unknown,unknown,unknown,0,57.5,4.26,4.3,2.61,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,644
96244,Round,G,VS1,0.4,Excellent,GIA,Very Good,Very Good,unknown,N,unknown,63.1,55,4.67,4.7,2.96,M,STK,unknown,Faint,unknown,unknown,unknown,unknown,1578
130447,Round,H,VVS1,0.5,Very Good,GIA,Very Good,Excellent,unknown,unknown,unknown,64.2,57,4.93,4.97,3.18,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,2892
131312,Round,K,VS1,0.7,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,62.8,58,5.65,5.68,3.56,unknown,unknown,unknown,Medium,unknown,unknown,unknown,unknown,2940
54212,Round,J,VVS2,0.37,Excellent,GIA,Excellent,Excellent,Yes,unknown,unknown,59.9,61,4.62,4.65,2.77,STK,STK,unknown,None,unknown,unknown,unknown,unknown,952
158870,Asscher,K,VVS1,1.13,unknown,GIA,Very Good,Very Good,unknown,M,unknown,60.3,69,5.93,5.89,3.55,unknown,unknown,unknown,Faint,unknown,unknown,unknown,unknown,4349
127085,Round,E,SI1,0.5,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,62.3,59,5.04,5.06,3.15,M,STK,unknown,None,unknown,unknown,unknown,unknown,2782
89318,Round,I,VS2,0.42,Excellent,GIA,Excellent,Excellent,Yes,unknown,unknown,62.2,58,4.75,4.77,2.96,STK,M,unknown,None,unknown,unknown,unknown,unknown,1338
13383,Round,F,SI1,0.23,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,61.2,61,3.96,3.97,2.42,M,STK,unknown,Faint,unknown,unknown,unknown,unknown,666
140224,Emerald,D,VS1,0.7,unknown,GIA,Very Good,Excellent,Yes,N,unknown,70,66,5.52,4.23,2.96,TK,VTK,unknown,Faint,unknown,unknown,unknown,unknown,3326
136749,Round,unknown,SI1,0.5,Excellent,GIA,Very Good,Very Good,Yes,N,unknown,61.4,57,5.09,5.13,3.14,M,STK,unknown,None,Pink,unknown,None,Faint,3195
216821,Princess,H,VS2,5.01,unknown,HRD,Very Good,Excellent,unknown,unknown,unknown,70.4,80,9.54,9.43,6.64,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,95448
162301,Heart,I,SI1,1.02,unknown,GIA,Excellent,Very Good,unknown,N,unknown,59.2,58,5.95,7.03,4.16,TN,TK,unknown,None,unknown,unknown,unknown,unknown,5141
86377,Oval,unknown,I1,0.7,unknown,GIA,Good,Good,unknown,N,unknown,58.7,69,7.36,4.33,2.54,unknown,unknown,unknown,None,Orange,Brown,unknown,Fancy,1260
201197,Round,K,IF,1.5,Excellent,GIA,Excellent,Excellent,unknown,N,Pointed,62.1,61,7.25,7.3,4.52,STK,STK,unknown,None,unknown,unknown,unknown,unknown,14940
14993,Round,K,VS2,0.3,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,61.2,59,4.29,4.31,2.63,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,672
11505,Round,E,I1,0.3,Excellent,GIA,Excellent,Very Good,Yes,N,unknown,62,58,4.29,4.32,2.67,M,STK,unknown,None,unknown,unknown,unknown,unknown,648
34013,Round,H,VVS2,0.25,Very Good,GIA,Excellent,Excellent,unknown,N,unknown,63,55,4.01,4.03,2.53,M,STK,unknown,None,unknown,unknown,unknown,unknown,824
125764,Round,I,VS2,0.52,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,62,58,5.13,5.15,3.19,STK,STK,unknown,None,unknown,unknown,unknown,unknown,2676
46113,Round,E,VS2,0.3,Very Good,GIA,Very Good,Very Good,unknown,N,unknown,64.4,61,4.16,4.21,2.7,M,TK,unknown,None,unknown,unknown,unknown,unknown,900
20542,Round,E,I1,0.35,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,62,59,4.48,4.51,2.79,M,STK,unknown,Faint,unknown,unknown,unknown,unknown,736
34903,Round,J,IF,0.31,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,62.6,57,4.33,4.35,2.71,TN,STK,unknown,Medium,unknown,unknown,unknown,unknown,830
54884,Round,F,VS2,0.31,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,62.1,58,4.35,4.37,2.7,M,STK,unknown,None,unknown,unknown,unknown,unknown,962
17953,Round,F,VVS2,0.21,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,62.4,59,3.79,3.82,2.37,M,STK,unknown,None,unknown,unknown,unknown,unknown,696
197374,Round,F,VVS1,1.15,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,62.6,57,6.66,6.7,4.18,unknown,unknown,Blue,Medium,unknown,unknown,unknown,unknown,14160
175495,Emerald,J,VVS1,1.2,unknown,GIA,Very Good,Excellent,unknown,N,unknown,71.5,62,6.81,4.93,3.53,VTK,XTK,unknown,Faint,unknown,unknown,unknown,unknown,6873
105136,Round,J,SI2,0.55,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,62.5,56,5.22,5.24,3.27,unknown,unknown,unknown,Medium,unknown,unknown,unknown,unknown,1826
44881,Round,F,VVS1,0.23,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,61.9,59,3.94,3.96,2.45,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,910
9731,Round,K,VVS1,0.3,Very Good,GIA,Very Good,Very Good,unknown,unknown,unknown,64.2,56,4.16,4.21,2.68,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,628
68107,Round,E,VS2,0.31,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,62.1,55,4.33,4.36,2.7,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,1028
146991,Round,H,IF,0.57,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,61.9,0,5.28,5.31,3.28,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,3640
87003,Round,F,VVS1,0.33,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,62.7,56,4.38,4.41,2.76,M,STK,unknown,None,unknown,unknown,unknown,unknown,1310
217338,Pear,D,IF,3.56,unknown,GIA,Very Good,Excellent,unknown,N,unknown,65.7,60,13.26,8.19,5.38,M,VTK,unknown,None,unknown,unknown,unknown,unknown,119218
85844,Round,D,VS1,0.32,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,61.9,58,4.39,4.41,2.72,M,STK,unknown,None,unknown,unknown,unknown,unknown,1248
83629,Round,H,VVS1,0.36,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,62.4,57,4.54,4.58,2.85,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,1228
95713,Emerald,D,VS1,0.42,unknown,GIA,Very Good,Very Good,Yes,N,unknown,65.6,73,5.07,3.75,2.46,STK,TK,unknown,None,unknown,unknown,unknown,unknown,1560
39790,Round,E,SI1,0.32,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,62,56,4.38,4.4,2.72,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,882
74335,Round,D,VVS1,0.3,Excellent,GIA,Very Good,Excellent,unknown,unknown,unknown,60.7,0,4.3,4.34,2.62,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,1090
157292,Oval,G,VS1,0.8,unknown,GIA,Very Good,Very Good,unknown,N,unknown,59,62,7.23,5.27,3.11,STK,VTK,unknown,None,unknown,unknown,unknown,unknown,4394
169234,Princess,G,VS2,0.99,unknown,GIA,Very Good,Excellent,unknown,N,unknown,73.9,76,5.41,5.17,3.82,TK,VTK,unknown,None,unknown,unknown,unknown,unknown,5767
159277,Oval,unknown,SI2,1,unknown,GIA,Fair,Good,unknown,unknown,unknown,57.9,49,7.26,5.92,3.43,M,XTK,unknown,Faint,Yellow,Blue,unknown,Fancy,4500
26893,Round,D,VVS1,0.21,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,61.1,59,3.83,3.86,2.35,M,STK,unknown,None,unknown,unknown,unknown,unknown,778
27542,Round,L,SI1,0.41,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,63.1,57,4.7,4.73,2.97,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,784
206467,Pear,E,VS1,1.7,unknown,GIA,Very Good,Excellent,unknown,N,unknown,60.4,59,10.2,6.66,4.02,M,VTK,unknown,Faint,unknown,unknown,unknown,unknown,23632
68894,Round,F,VVS2,0.3,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,62.4,58,4.3,4.3,2.68,STK,STK,unknown,Faint,unknown,unknown,unknown,unknown,1066
104515,Round,H,SI2,0.51,Excellent,IGI,Excellent,Excellent,unknown,unknown,Pointed,63.3,58,5.04,5.07,3.2,M,STK,unknown,None,unknown,unknown,unknown,unknown,1804
21890,Round,D,VVS1,0.18,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,60.6,59,3.7,3.71,2.24,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,730
103407,Round,D,VS1,0.4,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,62.5,56,4.69,4.71,2.94,unknown,unknown,unknown,Strong,unknown,unknown,unknown,unknown,1704
214596,Oval,H,SI1,3.01,unknown,GIA,Excellent,Excellent,unknown,N,unknown,64.2,59,10.7,8.01,5.14,VTK,VTK,Blue,Very Strong,unknown,unknown,unknown,unknown,34893
173098,Round,F,I1,1,Very Good,GIA,Very Good,Excellent,unknown,N,unknown,64.6,56,6.2,6.27,4.03,STK,TK,unknown,None,unknown,unknown,unknown,unknown,6278
155074,Princess,G,I1,1,unknown,GIA,Very Good,Excellent,Yes,N,unknown,71.1,75,5.5,5.38,3.83,VTN,STK,unknown,None,unknown,unknown,unknown,unknown,4149
151452,Asscher,F,VS2,0.81,unknown,GIA,Excellent,Excellent,unknown,N,unknown,65.6,64,5.15,5.12,3.36,M,STK,unknown,None,unknown,unknown,unknown,unknown,3903
107538,Oval,I,VS2,0.57,unknown,GIA,Very Good,Very Good,unknown,N,unknown,59.8,58,6.79,4.72,2.82,STK,TK,unknown,Faint,unknown,unknown,unknown,unknown,1916
115751,Round,I,VVS2,0.57,Very Good,IGI,Very Good,Very Good,unknown,unknown,unknown,0.5,0.63,5.43,5.46,3.13,unknown,unknown,unknown,Very Slight,unknown,unknown,unknown,unknown,2132
182316,Oval,J,SI1,1.51,unknown,GIA,Excellent,Excellent,unknown,VS,unknown,64,61,8.39,6.33,4.05,VTN,TK,unknown,Faint,unknown,unknown,unknown,unknown,8313
83697,Round,D,IF,0.23,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,61.3,57,3.98,4,2.45,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,1230
207862,Radiant,unknown,I1,1.27,unknown,GIA,Very Good,Very Good,unknown,unknown,unknown,0.6,0.68,7.78,5.49,3.37,unknown,unknown,Yellow,Strong,Orange,Yellow,None,Fancy Intense,20004
130980,Round,I,SI2,0.8,Very Good,IGI,Very Good,Excellent,unknown,unknown,Pointed,61.4,56,5.9,5.92,3.63,M,STK,unknown,None,unknown,unknown,unknown,unknown,2924
29454,Oval,E,VS1,0.26,unknown,GIA,Very Good,Very Good,unknown,unknown,unknown,59.5,57,5.05,3.62,2.15,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,806
19487,Round,J,VVS1,0.31,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,63,56,4.3,4.33,2.72,M,STK,unknown,Medium,unknown,unknown,unknown,unknown,720
193927,Round,H,VVS2,1.13,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,61.4,59,6.74,6.75,4.14,TN,M,unknown,None,unknown,unknown,unknown,unknown,12241
58537,Round,F,VVS2,0.3,Very Good,GIA,Excellent,Excellent,unknown,unknown,unknown,61.7,59,4.24,4.27,2.63,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,984
7832,Oval,F,VS2,0.24,unknown,GIA,Very Good,Excellent,unknown,unknown,unknown,61.2,60,4.89,3.56,2.18,unknown,unknown,unknown,Faint,unknown,unknown,unknown,unknown,618
164309,Round,G,VS2,0.81,Very Good,GIA,Very Good,Excellent,unknown,S,unknown,59.5,62,6.09,6.11,3.63,TN,STK,unknown,None,unknown,unknown,unknown,unknown,4861
28105,Round,F,SI2,0.3,Very Good,GIA,Very Good,Excellent,Yes,N,unknown,64.1,56,4.19,4.22,2.7,STK,TK,unknown,None,unknown,unknown,unknown,unknown,796
201935,Radiant,G,VS2,1.76,unknown,GIA,Excellent,Excellent,unknown,N,unknown,73.4,63,7.2,5.88,4.32,XTK,XTK,unknown,None,unknown,unknown,unknown,unknown,15376
142023,Emerald,J,SI2,1.01,unknown,IGI,Very Good,Very Good,unknown,N,unknown,64.5,58,6.74,4.87,3.14,M,STK,unknown,Very Slight,unknown,unknown,unknown,unknown,3434
150534,Round,F,VVS1,0.5,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,61.1,59,5.07,5.11,3.11,M,STK,unknown,None,unknown,unknown,unknown,unknown,3808
34194,Oval,G,VS2,0.3,unknown,GIA,Very Good,Very Good,unknown,unknown,unknown,61.7,59,5.35,3.73,2.3,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,826
167531,Round,F,VVS2,0.7,Excellent,GIA,Excellent,Excellent,Yes,N,Pointed,63.4,56,5.6,5.65,3.57,TN,STK,unknown,None,unknown,unknown,unknown,unknown,5320
164293,Cushion Modified,unknown,VS1,1,unknown,GIA,Good,Excellent,unknown,unknown,unknown,83.6,55,5.09,5.03,4.2,unknown,unknown,unknown,Faint,Yellow,unknown,unknown,Fancy,4860
190991,Round,G,VVS1,0.91,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,63.5,56,6.1,6.15,3.89,M,STK,unknown,None,unknown,unknown,unknown,unknown,10088
167088,Princess,J,VVS1,1.2,unknown,IGI,Excellent,Excellent,unknown,N,Pointed,67.5,72.5,6.05,5.93,4,M,M,unknown,None,unknown,unknown,unknown,unknown,5741
126871,Round,G,SI1,0.5,Very Good,GIA,Excellent,Excellent,unknown,unknown,unknown,58,62,5.19,5.22,3.02,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,2772
147943,Emerald,K,VS2,1.01,Very Good,IGI,Very Good,Very Good,unknown,N,Pointed,69.2,71.5,6.53,4.8,3.32,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,3686
39691,Round,E,VVS2,0.24,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,61.3,60,4,4.03,2.46,M,STK,unknown,None,unknown,unknown,unknown,unknown,880
152515,Round,F,VVS2,0.56,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,61.7,55,5.26,5.29,3.26,M,STK,unknown,None,unknown,unknown,unknown,unknown,3856
51016,Round,D,VS1,0.33,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,62.4,57,4.42,4.44,2.77,unknown,unknown,unknown,Very Strong,unknown,unknown,unknown,unknown,936
92136,Round,I,SI1,0.5,Excellent,IGI,Very Good,Very Good,unknown,unknown,unknown,60.4,60.5,5.07,5.13,3.08,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,1404
113673,Round,H,SI1,0.5,Very Good,GIA,Excellent,Excellent,Yes,N,unknown,64,56,4.94,4.97,3.17,VTN,TK,unknown,None,unknown,unknown,unknown,unknown,2170
45288,Oval,G,VS1,0.3,unknown,GIA,Very Good,Very Good,unknown,unknown,unknown,64.1,56,5.06,3.72,2.38,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,912
166006,Princess,E,VS1,0.91,unknown,GIA,Very Good,Excellent,Yes,N,unknown,76.9,71,5.07,5.07,3.89,VTK,VTK,unknown,None,unknown,unknown,unknown,unknown,5549
176042,Princess,H,VS1,1,unknown,GIA,Very Good,Excellent,unknown,unknown,unknown,71.9,75,5.54,5.29,3.81,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,6570
13049,Round,F,VVS2,0.2,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,61.6,61,3.78,3.81,2.34,M,STK,unknown,None,unknown,unknown,unknown,unknown,662
85861,Pear,I,SI2,0.51,unknown,GIA,Very Good,Excellent,Yes,N,unknown,60.1,54,6.61,4.5,2.7,TK,VTK,unknown,None,unknown,unknown,unknown,unknown,1250
98283,Round,F,VS1,0.33,Excellent,GIA,Excellent,Excellent,Yes,unknown,unknown,62.2,56,4.41,4.45,2.76,M,M,unknown,Strong,unknown,unknown,unknown,unknown,1518
15621,Round,K,VS1,0.3,Very Good,GIA,Very Good,Excellent,unknown,unknown,unknown,64.4,57,4.15,4.18,2.68,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,676
23605,Round,L,SI1,0.4,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,62.1,59,4.69,4.71,2.92,unknown,unknown,unknown,Faint,unknown,unknown,unknown,unknown,760
7072,Emerald,G,VVS1,0.23,unknown,GIA,Very Good,Excellent,unknown,unknown,unknown,69.4,65,4.13,2.98,2.07,unknown,unknown,unknown,Faint,unknown,unknown,unknown,unknown,608
122006,Round,F,VS2,0.5,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,61,60,5.07,5.12,3.11,M,STK,White,Medium,unknown,unknown,unknown,unknown,2460
1189,Round,G,VVS1,0.18,Excellent,GIA,Excellent,Very Good,unknown,N,unknown,60.9,58,3.67,3.68,2.24,M,STK,unknown,None,unknown,unknown,unknown,unknown,486
214625,Emerald,F,VVS1,2.19,unknown,GIA,Excellent,Excellent,unknown,N,Pointed,69.3,66,8.39,6.21,4.31,M,TK,unknown,None,unknown,unknown,unknown,unknown,34953
105144,Round,F,IF,0.37,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,62.4,58,4.57,4.59,2.85,M,STK,unknown,None,unknown,unknown,unknown,unknown,1826
108867,Round,J,VS1,0.5,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,61.3,60,5.12,5.14,3.15,M,STK,unknown,Faint,unknown,unknown,unknown,unknown,1890
209796,Round,H,VS2,2.16,Excellent,HRD,Excellent,Excellent,unknown,unknown,unknown,61.5,56,8.31,8.38,5.13,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,25714
93496,Round,G,VS2,0.4,Very Good,GIA,Excellent,Excellent,unknown,unknown,unknown,56.8,62,4.87,4.89,2.77,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,1498
58671,Round,E,VVS2,0.3,Excellent,GIA,Very Good,Excellent,Yes,N,unknown,62,59,4.23,4.28,2.64,TN,STK,unknown,None,unknown,unknown,unknown,unknown,984
17000,Round,F,I1,0.32,Excellent,GIA,Excellent,Excellent,Borderline,N,unknown,62.2,58,4.36,4.38,2.72,M,STK,unknown,None,unknown,unknown,unknown,unknown,688
131636,Round,L,SI1,0.8,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,62.5,56,5.9,5.93,3.7,M,STK,unknown,Faint,unknown,unknown,unknown,unknown,2958
100520,Oval,H,VVS1,0.48,unknown,GIA,Very Good,Excellent,unknown,unknown,unknown,63.2,57,5.85,4.3,2.72,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,1644
12824,Round,H,SI1,0.31,Excellent,IGI,Excellent,Excellent,unknown,unknown,Pointed,61.6,55,4.35,4.37,2.69,unknown,unknown,unknown,Very Slight,unknown,unknown,unknown,unknown,660
62861,Round,D,VS2,0.3,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,61.6,58,4.3,4.32,2.66,TN,STK,unknown,None,unknown,unknown,unknown,unknown,1018
